Time Period,Reporter,Partner,Sector Group,Export Value,Import Value,Total Trade Volume
2026a,Australia,India,Sector_3,443.46,591.02,1034.48
2026b,Australia,India,Sector_3,432.56,667.22,1099.78
2026a,Australia,India,Sector_4,635.39,709.65,1345.04
2026b,Australia,India,Sector_4,688.16,843.86,1532.02
2026a,Australia,India,Sector_5,514.4,770.86,1285.26
2026b,Australia,India,Sector_5,388.6,566.08,954.6800000000001
2026a,Australia,India,Sector_6,979.55,584.95,1564.5
2026b,Australia,India,Sector_6,1109.85,441.01,1550.86
2026a,Australia,India,Sector_7,846.58,966.83,1813.41
2026b,Australia,India,Sector_7,820.86,932.84,1753.7
2026a,Australia,India,Sector_8,591.38,694.25,1285.63
2026b,Australia,India,Sector_8,691.71,521.27,1212.98
2026a,Australia,United Arab Emirates,Sector_1,306.17,750.61,1056.78
2026b,Australia,United Arab Emirates,Sector_1,252.05,826.69,1078.74
2026a,Australia,United Arab Emirates,Sector_2,457.91,297.1,755.01
2026b,Australia,United Arab Emirates,Sector_2,330.74,215.88,546.62
2026a,Australia,United Arab Emirates,Sector_3,554.05,867.62,1421.67
2026b,Australia,United Arab Emirates,Sector_3,401.48,1040.24,1441.72
2026a,Australia,United Arab Emirates,Sector_4,893.81,846.46,1740.27
2026b,Australia,United Arab Emirates,Sector_4,1120.7,1001.86,2122.56
2026a,Australia,United Arab Emirates,Sector_5,424.86,277.05,701.9100000000001
2026b,Australia,United Arab Emirates,Sector_5,344.17,313.36,657.53
2026a,Australia,United Arab Emirates,Sector_6,667.68,372.88,1040.56
2026b,Australia,United Arab Emirates,Sector_6,819.66,352.35,1172.01
2026a,Australia,United Arab Emirates,Sector_7,664.55,833.99,1498.54
2026b,Australia,United Arab Emirates,Sector_7,515.41,867.56,1382.9699999999998
2026a,Australia,United Arab Emirates,Sector_8,974.52,578.54,1553.06
2026b,Australia,United Arab Emirates,Sector_8,1123.53,686.41,1809.94
2026a,Australia,Philippines,Sector_1,297.76,354.6,652.36
2026b,Australia,Philippines,Sector_1,344.94,275.35,620.29
2026a,Australia,Philippines,Sector_2,784.47,514.59,1299.06
2026b,Australia,Philippines,Sector_2,834.93,640.75,1475.6799999999998
2026a,Australia,Philippines,Sector_3,749.4,336.72,1086.12
2026b,Australia,Philippines,Sector_3,855.73,390.31,1246.04
2026a,Australia,Philippines,Sector_4,555.24,817.45,1372.69
2026b,Australia,Philippines,Sector_4,420.29,723.77,1144.06
2026a,Australia,Philippines,Sector_5,235.11,244.66,479.77
2026b,Australia,Philippines,Sector_5,278.43,173.62,452.05
2026a,Australia,Philippines,Sector_6,551.59,643.72,1195.31
2026b,Australia,Philippines,Sector_6,671.86,559.5,1231.3600000000001
2026a,Australia,Philippines,Sector_7,865.45,555.81,1421.26
2026b,Australia,Philippines,Sector_7,942.72,604.51,1547.23
2026a,Australia,Philippines,Sector_8,353.36,401.6,754.96
2026b,Australia,Philippines,Sector_8,355.97,458.53,814.5
2026a,Australia,Germany,Sector_1,794.93,437.49,1232.42
2026b,Australia,Germany,Sector_1,645.41,404.94,1050.35
2026a,Australia,Germany,Sector_2,419.42,849.82,1269.24
2026b,Australia,Germany,Sector_2,384.08,1081.7,1465.78
2026a,Australia,Germany,Sector_3,779.95,967.67,1747.62
2026b,Australia,Germany,Sector_3,555.13,1224.24,1779.37
2026a,Australia,Germany,Sector_4,658.37,670.31,1328.6799999999998
2026b,Australia,Germany,Sector_4,816.8,679.31,1496.11
2026a,Australia,Germany,Sector_5,761.39,374.27,1135.6599999999999
2026b,Australia,Germany,Sector_5,951.99,463.04,1415.03
2026a,Australia,Germany,Sector_6,653.4,434.18,1087.58
2026b,Australia,Germany,Sector_6,469.1,319.91,789.01
2026a,Australia,Germany,Sector_7,391.29,582.1,973.3900000000001
2026b,Australia,Germany,Sector_7,299.15,659.74,958.89
2026a,Australia,Germany,Sector_8,300.94,501.23,802.1700000000001
2026b,Australia,Germany,Sector_8,368.73,614.65,983.38
2026a,Australia,France,Sector_1,758.79,398.44,1157.23
2026b,Australia,France,Sector_1,568.57,334.49,903.0600000000001
2026a,Australia,France,Sector_2,499.29,855.51,1354.8
2026b,Australia,France,Sector_2,560.03,722.45,1282.48
2026a,Australia,France,Sector_3,922.61,301.44,1224.05
2026b,Australia,France,Sector_3,1043.37,377.14,1420.5099999999998
2026a,Australia,France,Sector_4,510.23,931.34,1441.5700000000002
2026b,Australia,France,Sector_4,449.19,745.69,1194.88
2026a,Australia,France,Sector_5,274.72,244.08,518.8000000000001
2026b,Australia,France,Sector_5,305.26,229.89,535.15
2026a,Australia,France,Sector_6,624.44,754.05,1378.49
2026b,Australia,France,Sector_6,514.72,708.47,1223.19
2026a,Australia,France,Sector_7,913.48,612.41,1525.8899999999999
2026b,Australia,France,Sector_7,1075.18,456.69,1531.8700000000001
2026a,Australia,France,Sector_8,248.11,871.39,1119.5
2026b,Australia,France,Sector_8,294.92,1003.45,1298.3700000000001
2026a,Australia,Switzerland,Sector_1,297.64,521.83,819.47
2026b,Australia,Switzerland,Sector_1,354.11,520.14,874.25
2026a,Australia,Switzerland,Sector_2,980.18,562.52,1542.6999999999998
2026b,Australia,Switzerland,Sector_2,765.38,533.86,1299.24
2026a,Australia,Switzerland,Sector_3,946.5,414.73,1361.23
2026b,Australia,Switzerland,Sector_3,987.41,422.82,1410.23
2026a,Australia,Switzerland,Sector_4,802.36,841.98,1644.3400000000001
2026b,Australia,Switzerland,Sector_4,921.76,1093.91,2015.67
2026a,Australia,Switzerland,Sector_5,794.98,264.75,1059.73
2026b,Australia,Switzerland,Sector_5,683.83,320.16,1003.99
2026a,Australia,Switzerland,Sector_6,949.32,416.06,1365.38
2026b,Australia,Switzerland,Sector_6,938.8,487.48,1426.28
2026a,Australia,Switzerland,Sector_7,592.03,650.92,1242.9499999999998
2026b,Australia,Switzerland,Sector_7,617.63,469.48,1087.1100000000001
2026a,Australia,Switzerland,Sector_8,334.62,300.47,635.09
2026b,Australia,Switzerland,Sector_8,351.93,364.81,716.74
2026a,Australia,Netherlands,Sector_1,254.2,704.72,958.9200000000001
2026b,Australia,Netherlands,Sector_1,260.14,772.69,1032.83
2026a,Australia,Netherlands,Sector_2,451.31,269.0,720.31
2026b,Australia,Netherlands,Sector_2,343.41,251.31,594.72
2026a,Australia,Netherlands,Sector_3,915.03,695.2,1610.23
2026b,Australia,Netherlands,Sector_3,920.75,837.08,1757.83
2026a,Australia,Netherlands,Sector_4,502.74,391.24,893.98
2026b,Australia,Netherlands,Sector_4,352.38,446.0,798.38
2026a,Australia,Netherlands,Sector_5,344.45,543.9,888.3499999999999
2026b,Australia,Netherlands,Sector_5,412.46,546.09,958.55
2026a,Australia,Netherlands,Sector_6,698.24,914.36,1612.6
2026b,Australia,Netherlands,Sector_6,565.5,799.43,1364.9299999999998
2026a,Australia,Netherlands,Sector_7,857.27,308.5,1165.77
2026b,Australia,Netherlands,Sector_7,1070.98,251.45,1322.43
2026a,Australia,Netherlands,Sector_8,428.89,570.17,999.06
2026b,Australia,Netherlands,Sector_8,506.36,576.81,1083.17
2026a,Vietnam,India,Sector_1,442.57,637.46,1080.03
2026b,Vietnam,India,Sector_1,483.25,652.39,1135.6399999999999
2026a,Vietnam,India,Sector_2,242.16,447.91,690.07
2026b,Vietnam,India,Sector_2,171.13,508.46,679.5899999999999
2026a,Vietnam,India,Sector_3,488.83,316.35,805.1800000000001
2026b,Vietnam,India,Sector_3,386.42,402.57,788.99
2026a,Vietnam,India,Sector_4,890.6,753.63,1644.23
2026b,Vietnam,India,Sector_4,990.66,554.92,1545.58
2026a,Vietnam,India,Sector_5,318.66,562.65,881.31
2026b,Vietnam,India,Sector_5,329.04,605.78,934.8199999999999
2026a,Vietnam,India,Sector_6,592.52,968.98,1561.5
2026b,Vietnam,India,Sector_6,597.57,1136.5,1734.0700000000002
2026a,Vietnam,India,Sector_7,412.6,996.52,1409.12
2026b,Vietnam,India,Sector_7,400.33,952.72,1353.05
2026a,Vietnam,India,Sector_8,986.46,663.71,1650.17
2026b,Vietnam,India,Sector_8,1018.54,845.91,1864.4499999999998
2026a,Vietnam,United Arab Emirates,Sector_1,461.14,253.21,714.35
2026b,Vietnam,United Arab Emirates,Sector_1,470.86,285.23,756.09
2026a,Vietnam,United Arab Emirates,Sector_2,403.67,686.73,1090.4
2026b,Vietnam,United Arab Emirates,Sector_2,450.79,851.22,1302.01
2026a,Vietnam,United Arab Emirates,Sector_3,539.97,681.98,1221.95
2026b,Vietnam,United Arab Emirates,Sector_3,454.06,690.61,1144.67
2026a,Vietnam,United Arab Emirates,Sector_4,764.95,211.17,976.12
2026b,Vietnam,United Arab Emirates,Sector_4,678.36,261.42,939.78
2026a,Vietnam,United Arab Emirates,Sector_5,715.4,624.16,1339.56
2026b,Vietnam,United Arab Emirates,Sector_5,648.92,528.74,1177.6599999999999
2026a,Vietnam,United Arab Emirates,Sector_6,217.26,710.89,928.15
2026b,Vietnam,United Arab Emirates,Sector_6,172.75,601.22,773.97
2026a,Vietnam,United Arab Emirates,Sector_7,372.33,800.75,1173.08
2026b,Vietnam,United Arab Emirates,Sector_7,438.21,566.02,1004.23
2026a,Vietnam,United Arab Emirates,Sector_8,410.18,224.94,635.12
2026b,Vietnam,United Arab Emirates,Sector_8,412.4,170.44,582.8399999999999
2026a,Vietnam,Philippines,Sector_1,201.6,220.71,422.31
2026b,Vietnam,Philippines,Sector_1,163.24,251.43,414.67
2026a,Vietnam,Philippines,Sector_2,308.64,316.51,625.15
2026b,Vietnam,Philippines,Sector_2,308.8,248.17,556.97
2026a,Vietnam,Philippines,Sector_3,282.3,701.68,983.98
2026b,Vietnam,Philippines,Sector_3,293.17,760.43,1053.6
2026a,Vietnam,Philippines,Sector_4,757.32,861.97,1619.29
2026b,Vietnam,Philippines,Sector_4,573.8,859.52,1433.32
2026a,Vietnam,Philippines,Sector_5,381.4,566.31,947.7099999999999
2026b,Vietnam,Philippines,Sector_5,444.3,402.49,846.79
2026a,Vietnam,Philippines,Sector_6,964.68,452.04,1416.72
2026b,Vietnam,Philippines,Sector_6,857.23,559.52,1416.75
2026a,Vietnam,Philippines,Sector_7,491.76,788.62,1280.38
2026b,Vietnam,Philippines,Sector_7,409.7,872.79,1282.49
2026a,Vietnam,Philippines,Sector_8,972.94,373.32,1346.26
2026b,Vietnam,Philippines,Sector_8,826.94,269.07,1096.01
2026a,Vietnam,Germany,Sector_1,542.34,314.01,856.35
2026b,Vietnam,Germany,Sector_1,701.61,390.95,1092.56
2026a,Vietnam,Germany,Sector_2,585.56,724.19,1309.75
2026b,Vietnam,Germany,Sector_2,744.55,616.09,1360.6399999999999
2026a,Vietnam,Germany,Sector_3,702.38,282.97,985.35
2026b,Vietnam,Germany,Sector_3,505.45,218.0,723.45
2026a,Vietnam,Germany,Sector_4,274.15,531.5,805.65
2026b,Vietnam,Germany,Sector_4,222.19,451.03,673.22
2026a,Vietnam,Germany,Sector_5,841.96,239.86,1081.8200000000002
2026b,Vietnam,Germany,Sector_5,601.34,305.7,907.04
2026a,Vietnam,Germany,Sector_6,436.31,393.78,830.0899999999999
2026b,Vietnam,Germany,Sector_6,398.56,339.23,737.79
2026a,Vietnam,Germany,Sector_7,548.2,701.08,1249.2800000000002
2026b,Vietnam,Germany,Sector_7,531.57,904.29,1435.8600000000001
2026a,Vietnam,Germany,Sector_8,362.21,638.32,1000.53
2026b,Vietnam,Germany,Sector_8,423.56,767.73,1191.29
2026a,Vietnam,France,Sector_1,355.11,493.31,848.4200000000001
2026b,Vietnam,France,Sector_1,340.71,549.5,890.21
2026a,Vietnam,France,Sector_2,743.81,818.44,1562.25
2026b,Vietnam,France,Sector_2,629.25,577.41,1206.6599999999999
2026a,Vietnam,France,Sector_3,970.2,475.81,1446.01
2026b,Vietnam,France,Sector_3,1095.92,512.21,1608.13
2026a,Vietnam,France,Sector_4,409.78,487.76,897.54
2026b,Vietnam,France,Sector_4,351.3,484.24,835.54
2026a,Vietnam,France,Sector_5,884.25,727.77,1612.02
2026b,Vietnam,France,Sector_5,689.93,764.44,1454.37
2026a,Vietnam,France,Sector_6,366.98,382.22,749.2
2026b,Vietnam,France,Sector_6,436.87,341.88,778.75
2026a,Vietnam,France,Sector_7,623.84,835.73,1459.5700000000002
2026b,Vietnam,France,Sector_7,626.02,743.53,1369.55
2026a,Vietnam,France,Sector_8,418.12,400.37,818.49
2026b,Vietnam,France,Sector_8,433.47,345.36,778.83
2026a,Vietnam,Switzerland,Sector_1,220.37,572.88,793.25
2026b,Vietnam,Switzerland,Sector_1,185.85,675.15,861.0
2026a,Vietnam,Switzerland,Sector_2,955.45,911.38,1866.83
2026b,Vietnam,Switzerland,Sector_2,1185.93,1115.39,2301.32
2026a,Vietnam,Switzerland,Sector_3,724.71,242.39,967.1
2026b,Vietnam,Switzerland,Sector_3,594.08,314.37,908.45
2026a,Vietnam,Switzerland,Sector_4,432.13,687.39,1119.52
2026b,Vietnam,Switzerland,Sector_4,503.68,604.71,1108.39
2026a,Vietnam,Switzerland,Sector_5,525.05,709.96,1235.01
2026b,Vietnam,Switzerland,Sector_5,582.03,900.12,1482.15
2026a,Vietnam,Switzerland,Sector_6,554.62,923.8,1478.42
2026b,Vietnam,Switzerland,Sector_6,392.75,896.2,1288.95
2026a,Vietnam,Switzerland,Sector_7,547.63,526.32,1073.95
2026b,Vietnam,Switzerland,Sector_7,395.32,470.82,866.14
2026a,Vietnam,Switzerland,Sector_8,845.42,683.1,1528.52
2026b,Vietnam,Switzerland,Sector_8,991.46,772.04,1763.5
2026a,Vietnam,Netherlands,Sector_1,931.42,968.62,1900.04
2026b,Vietnam,Netherlands,Sector_1,795.1,960.51,1755.6100000000001
2026a,Vietnam,Netherlands,Sector_2,739.3,714.36,1453.6599999999999
2026b,Vietnam,Netherlands,Sector_2,867.94,573.59,1441.5300000000002
2026a,Vietnam,Netherlands,Sector_3,752.24,862.17,1614.4099999999999
2026b,Vietnam,Netherlands,Sector_3,569.35,1033.66,1603.0100000000002
2026a,Vietnam,Netherlands,Sector_4,409.77,642.68,1052.4499999999998
2026b,Vietnam,Netherlands,Sector_4,382.61,567.55,950.16
2026a,Vietnam,Netherlands,Sector_5,574.44,763.6,1338.04
2026b,Vietnam,Netherlands,Sector_5,541.45,858.5,1399.95
2026a,Vietnam,Netherlands,Sector_6,866.44,886.51,1752.95
2026b,Vietnam,Netherlands,Sector_6,638.76,1088.46,1727.22
2026a,Vietnam,Netherlands,Sector_7,998.83,295.28,1294.1100000000001
2026b,Vietnam,Netherlands,Sector_7,845.43,249.06,1094.49
2026a,Vietnam,Netherlands,Sector_8,458.48,952.34,1410.8200000000002
2026b,Vietnam,Netherlands,Sector_8,541.58,793.66,1335.24
2026a,India,United Arab Emirates,Sector_1,233.93,632.49,866.4200000000001
2026b,India,United Arab Emirates,Sector_1,191.96,456.95,648.91
2026a,India,United Arab Emirates,Sector_2,424.1,818.46,1242.56
2026b,India,United Arab Emirates,Sector_2,430.74,753.34,1184.08
2026a,India,United Arab Emirates,Sector_3,330.22,610.73,940.95
2026b,India,United Arab Emirates,Sector_3,243.05,492.54,735.59
2026a,India,United Arab Emirates,Sector_4,876.8,680.57,1557.37
2026b,India,United Arab Emirates,Sector_4,1116.17,744.23,1860.4
2026a,India,United Arab Emirates,Sector_5,419.58,949.83,1369.41
2026b,India,United Arab Emirates,Sector_5,314.83,1167.22,1482.05
2026a,India,United Arab Emirates,Sector_6,429.95,677.09,1107.04
2026b,India,United Arab Emirates,Sector_6,529.42,834.21,1363.63
2026a,India,United Arab Emirates,Sector_7,849.66,941.33,1790.99
2026b,India,United Arab Emirates,Sector_7,771.2,1134.79,1905.99
2026a,India,United Arab Emirates,Sector_8,732.82,604.28,1337.1
2026b,India,United Arab Emirates,Sector_8,741.58,747.24,1488.8200000000002
2026a,India,Philippines,Sector_1,264.09,277.87,541.96
2026b,India,Philippines,Sector_1,342.07,219.26,561.3299999999999
2026a,India,Philippines,Sector_2,890.4,970.07,1860.47
2026b,India,Philippines,Sector_2,1044.64,1218.58,2263.2200000000003
2026a,India,Philippines,Sector_3,528.85,510.21,1039.06
2026b,India,Philippines,Sector_3,537.29,364.98,902.27
2026a,India,Philippines,Sector_4,771.62,804.94,1576.56
2026b,India,Philippines,Sector_4,659.44,604.78,1264.22
2026a,India,Philippines,Sector_5,976.1,452.61,1428.71
2026b,India,Philippines,Sector_5,912.64,394.05,1306.69
2026a,India,Philippines,Sector_6,260.75,298.81,559.56
2026b,India,Philippines,Sector_6,319.59,326.57,646.16
2026a,India,Philippines,Sector_7,668.14,907.17,1575.31
2026b,India,Philippines,Sector_7,475.83,660.28,1136.11
2026a,India,Philippines,Sector_8,228.96,392.41,621.37
2026b,India,Philippines,Sector_8,172.44,475.73,648.1700000000001
2026a,India,Germany,Sector_1,948.12,537.35,1485.47
2026b,India,Germany,Sector_1,942.22,415.45,1357.67
2026a,India,Germany,Sector_2,365.31,881.66,1246.97
2026b,India,Germany,Sector_2,369.39,690.88,1060.27
2026a,India,Germany,Sector_3,500.21,989.04,1489.25
2026b,India,Germany,Sector_3,427.32,908.75,1336.07
2026a,India,Germany,Sector_4,538.41,578.74,1117.15
2026b,India,Germany,Sector_4,634.71,553.53,1188.24
2026a,India,Germany,Sector_5,341.57,481.1,822.6700000000001
2026b,India,Germany,Sector_5,279.11,539.96,819.07
2026a,India,Germany,Sector_6,484.27,674.36,1158.63
2026b,India,Germany,Sector_6,454.74,640.7,1095.44
2026a,India,Germany,Sector_7,445.2,507.31,952.51
2026b,India,Germany,Sector_7,452.13,658.53,1110.6599999999999
2026a,India,Germany,Sector_8,505.62,948.88,1454.5
2026b,India,Germany,Sector_8,577.66,766.72,1344.38
2026a,India,France,Sector_1,287.84,648.8,936.6399999999999
2026b,India,France,Sector_1,275.2,468.74,743.94
2026a,India,France,Sector_2,294.37,548.55,842.92
2026b,India,France,Sector_2,304.28,620.63,924.91
2026a,India,France,Sector_3,680.98,304.1,985.08
2026b,India,France,Sector_3,703.24,377.38,1080.62
2026a,India,France,Sector_4,702.04,370.69,1072.73
2026b,India,France,Sector_4,895.0,294.4,1189.4
2026a,India,France,Sector_5,219.8,853.12,1072.92
2026b,India,France,Sector_5,162.27,701.97,864.24
2026a,India,France,Sector_6,656.71,374.83,1031.54
2026b,India,France,Sector_6,778.46,362.3,1140.76
2026a,India,France,Sector_7,487.82,554.47,1042.29
2026b,India,France,Sector_7,373.07,526.02,899.0899999999999
2026a,India,France,Sector_8,370.71,364.56,735.27
2026b,India,France,Sector_8,382.61,457.36,839.97
2026a,India,Switzerland,Sector_1,579.89,426.6,1006.49
2026b,India,Switzerland,Sector_1,464.14,359.56,823.7
2026a,India,Switzerland,Sector_2,822.37,204.19,1026.56
2026b,India,Switzerland,Sector_2,813.03,159.26,972.29
2026a,India,Switzerland,Sector_3,678.94,683.34,1362.2800000000002
2026b,India,Switzerland,Sector_3,613.95,779.81,1393.76
2026a,India,Switzerland,Sector_4,472.7,640.33,1113.03
2026b,India,Switzerland,Sector_4,509.84,640.38,1150.22
2026a,India,Switzerland,Sector_5,233.94,739.08,973.02
2026b,India,Switzerland,Sector_5,196.93,669.74,866.6700000000001
2026a,India,Switzerland,Sector_6,641.81,705.96,1347.77
2026b,India,Switzerland,Sector_6,761.06,700.87,1461.9299999999998
2026a,India,Switzerland,Sector_7,572.35,895.63,1467.98
2026b,India,Switzerland,Sector_7,429.09,972.88,1401.97
2026a,India,Switzerland,Sector_8,510.98,269.83,780.81
2026b,India,Switzerland,Sector_8,631.82,280.17,911.99
2026a,India,Netherlands,Sector_1,874.16,309.7,1183.86
2026b,India,Netherlands,Sector_1,1119.3,287.99,1407.29
2026a,India,Netherlands,Sector_2,909.67,905.13,1814.8
2026b,India,Netherlands,Sector_2,734.77,947.51,1682.28
2026a,India,Netherlands,Sector_3,807.49,620.16,1427.65
2026b,India,Netherlands,Sector_3,628.77,628.87,1257.6399999999999
2026a,India,Netherlands,Sector_4,383.74,980.72,1364.46
2026b,India,Netherlands,Sector_4,465.88,801.59,1267.47
2026a,India,Netherlands,Sector_5,881.3,910.43,1791.73
2026b,India,Netherlands,Sector_5,1032.46,869.69,1902.15
2026a,India,Netherlands,Sector_6,402.29,743.86,1146.15
2026b,India,Netherlands,Sector_6,467.87,808.72,1276.5900000000001
2026a,India,Netherlands,Sector_7,363.44,205.98,569.42
2026b,India,Netherlands,Sector_7,403.79,154.63,558.4200000000001
2026a,India,Netherlands,Sector_8,875.6,842.19,1717.79
2026b,India,Netherlands,Sector_8,1015.01,736.03,1751.04
2026a,United Arab Emirates,Philippines,Sector_1,472.14,778.01,1250.15
2026b,United Arab Emirates,Philippines,Sector_1,452.02,570.81,1022.8299999999999
2026a,United Arab Emirates,Philippines,Sector_2,936.64,431.79,1368.43
2026b,United Arab Emirates,Philippines,Sector_2,879.49,465.19,1344.68
2026a,United Arab Emirates,Philippines,Sector_3,325.75,914.8,1240.55
2026b,United Arab Emirates,Philippines,Sector_3,242.27,1120.99,1363.26
2026a,United Arab Emirates,Philippines,Sector_4,911.79,847.44,1759.23
2026b,United Arab Emirates,Philippines,Sector_4,1115.74,904.38,2020.12
2026a,United Arab Emirates,Philippines,Sector_5,827.15,863.3,1690.4499999999998
2026b,United Arab Emirates,Philippines,Sector_5,826.51,649.22,1475.73
2026a,United Arab Emirates,Philippines,Sector_6,783.69,685.2,1468.89
2026b,United Arab Emirates,Philippines,Sector_6,988.18,874.21,1862.3899999999999
2026a,United Arab Emirates,Philippines,Sector_7,803.75,918.33,1722.08
2026b,United Arab Emirates,Philippines,Sector_7,753.49,1169.06,1922.55
2026a,United Arab Emirates,Philippines,Sector_8,618.02,814.44,1432.46
2026b,United Arab Emirates,Philippines,Sector_8,767.1,852.59,1619.69
2026a,United Arab Emirates,Germany,Sector_1,357.63,879.1,1236.73
2026b,United Arab Emirates,Germany,Sector_1,455.74,671.0,1126.74
2026a,United Arab Emirates,Germany,Sector_2,204.08,383.81,587.89
2026b,United Arab Emirates,Germany,Sector_2,207.22,330.93,538.15
2026a,United Arab Emirates,Germany,Sector_3,624.73,717.18,1341.9099999999999
2026b,United Arab Emirates,Germany,Sector_3,666.55,648.1,1314.65
2026a,United Arab Emirates,Germany,Sector_4,839.2,310.19,1149.39
2026b,United Arab Emirates,Germany,Sector_4,772.09,400.3,1172.39
2026a,United Arab Emirates,Germany,Sector_5,667.76,644.64,1312.4
2026b,United Arab Emirates,Germany,Sector_5,485.68,673.12,1158.8
2026a,United Arab Emirates,Germany,Sector_6,506.52,624.2,1130.72
2026b,United Arab Emirates,Germany,Sector_6,581.47,697.27,1278.74
2026a,United Arab Emirates,Germany,Sector_7,577.7,350.16,927.8600000000001
2026b,United Arab Emirates,Germany,Sector_7,712.81,390.51,1103.32
2026a,United Arab Emirates,Germany,Sector_8,319.28,539.01,858.29
2026b,United Arab Emirates,Germany,Sector_8,349.28,610.25,959.53
2026a,United Arab Emirates,France,Sector_1,750.75,552.67,1303.42
2026b,United Arab Emirates,France,Sector_1,779.3,690.36,1469.6599999999999
2026a,United Arab Emirates,France,Sector_2,475.58,626.87,1102.45
2026b,United Arab Emirates,France,Sector_2,510.9,766.09,1276.99
2026a,United Arab Emirates,France,Sector_3,814.83,934.29,1749.12
2026b,United Arab Emirates,France,Sector_3,792.45,996.49,1788.94
2026a,United Arab Emirates,France,Sector_4,271.19,823.14,1094.33
2026b,United Arab Emirates,France,Sector_4,300.21,875.52,1175.73
2026a,United Arab Emirates,France,Sector_5,548.95,696.47,1245.42
2026b,United Arab Emirates,France,Sector_5,455.28,532.18,987.4599999999999
2026a,United Arab Emirates,France,Sector_6,316.29,941.29,1257.58
2026b,United Arab Emirates,France,Sector_6,232.23,1148.93,1381.16
2026a,United Arab Emirates,France,Sector_7,870.96,589.8,1460.76
2026b,United Arab Emirates,France,Sector_7,1079.15,703.92,1783.0700000000002
2026a,United Arab Emirates,France,Sector_8,936.2,255.2,1191.4
2026b,United Arab Emirates,France,Sector_8,1070.65,205.75,1276.4
2026a,United Arab Emirates,Switzerland,Sector_1,599.68,490.65,1090.33
2026b,United Arab Emirates,Switzerland,Sector_1,528.26,415.82,944.0799999999999
2026a,United Arab Emirates,Switzerland,Sector_2,823.12,571.57,1394.69
2026b,United Arab Emirates,Switzerland,Sector_2,700.66,404.88,1105.54
2026a,United Arab Emirates,Switzerland,Sector_3,306.7,313.36,620.06
2026b,United Arab Emirates,Switzerland,Sector_3,285.74,272.05,557.79
2026a,United Arab Emirates,Switzerland,Sector_4,724.19,403.16,1127.3500000000001
2026b,United Arab Emirates,Switzerland,Sector_4,686.23,344.81,1031.04
2026a,United Arab Emirates,Switzerland,Sector_5,299.39,567.23,866.62
2026b,United Arab Emirates,Switzerland,Sector_5,263.15,408.75,671.9
2026a,United Arab Emirates,Switzerland,Sector_6,839.03,531.52,1370.55
2026b,United Arab Emirates,Switzerland,Sector_6,757.78,600.59,1358.37
2026a,United Arab Emirates,Switzerland,Sector_7,268.2,529.89,798.0899999999999
2026b,United Arab Emirates,Switzerland,Sector_7,290.2,509.41,799.61
2026a,United Arab Emirates,Switzerland,Sector_8,814.92,269.61,1084.53
2026b,United Arab Emirates,Switzerland,Sector_8,726.18,296.83,1023.01
2026a,United Arab Emirates,Netherlands,Sector_1,884.83,821.64,1706.47
2026b,United Arab Emirates,Netherlands,Sector_1,860.17,1003.52,1863.69
2026a,United Arab Emirates,Netherlands,Sector_2,243.78,296.85,540.63
2026b,United Arab Emirates,Netherlands,Sector_2,241.88,265.09,506.96999999999997
2026a,United Arab Emirates,Netherlands,Sector_3,515.48,273.17,788.6500000000001
2026b,United Arab Emirates,Netherlands,Sector_3,547.36,224.73,772.09
2026a,United Arab Emirates,Netherlands,Sector_4,957.94,257.21,1215.15
2026b,United Arab Emirates,Netherlands,Sector_4,896.9,214.92,1111.82
2026a,United Arab Emirates,Netherlands,Sector_5,939.82,400.53,1340.35
2026b,United Arab Emirates,Netherlands,Sector_5,745.86,396.62,1142.48
2026a,United Arab Emirates,Netherlands,Sector_6,660.97,304.35,965.32
2026b,United Arab Emirates,Netherlands,Sector_6,846.23,216.7,1062.93
2026a,United Arab Emirates,Netherlands,Sector_7,242.6,805.57,1048.17
2026b,United Arab Emirates,Netherlands,Sector_7,214.9,812.93,1027.83
2026a,United Arab Emirates,Netherlands,Sector_8,682.63,337.46,1020.0899999999999
2026b,United Arab Emirates,Netherlands,Sector_8,744.75,270.46,1015.21
2026a,Philippines,Germany,Sector_1,837.73,298.66,1136.39
2026b,Philippines,Germany,Sector_1,911.23,293.42,1204.65
2026a,Philippines,Germany,Sector_2,626.68,936.42,1563.1
2026b,Philippines,Germany,Sector_2,794.03,874.88,1668.9099999999999
2026a,Philippines,Germany,Sector_3,437.2,961.22,1398.42
2026b,Philippines,Germany,Sector_3,493.02,837.87,1330.8899999999999
2026a,Philippines,Germany,Sector_4,225.33,937.4,1162.73
2026b,Philippines,Germany,Sector_4,169.81,695.23,865.04
2026a,Philippines,Germany,Sector_5,293.34,797.65,1090.99
2026b,Philippines,Germany,Sector_5,241.83,690.0,931.83
2026a,Philippines,Germany,Sector_6,807.01,704.46,1511.47
2026b,Philippines,Germany,Sector_6,627.37,681.2,1308.5700000000002
2026a,Philippines,Germany,Sector_7,870.0,352.69,1222.69
2026b,Philippines,Germany,Sector_7,967.73,350.97,1318.7
2026a,Philippines,Germany,Sector_8,730.23,848.63,1578.8600000000001
2026b,Philippines,Germany,Sector_8,811.34,852.79,1664.13
2026a,Philippines,France,Sector_1,776.77,233.14,1009.91
2026b,Philippines,France,Sector_1,742.93,170.74,913.67
2026a,Philippines,France,Sector_2,959.08,939.24,1898.3200000000002
2026b,Philippines,France,Sector_2,1105.68,1095.43,2201.11
