country,trade_type,sector,partner_country,volume,previous_volume
USA,export,Agriculture,Russia,999,920
USA,export,Agriculture,Spain,3051,2863
USA,export,Agriculture,Netherlands,4980,5532
USA,export,Agriculture,Turkey,1593,1521
USA,export,Agriculture,Indonesia,3508,3732
USA,export,Agriculture,Saudi Arabia,1133,1166
USA,export,Agriculture,South Africa,4195,4281
USA,export,Textiles,Germany,2803,2661
USA,export,Textiles,France,2587,2520
USA,export,Textiles,Japan,3229,3503
USA,export,Textiles,China,4584,4299
USA,export,Textiles,UK,774,835
USA,export,Textiles,India,3204,3336
USA,export,Textiles,Canada,2252,2272
USA,export,Textiles,Brazil,1129,1118
USA,export,Textiles,Australia,1851,1690
USA,export,Textiles,South Korea,4693,4910
USA,export,Textiles,Mexico,4758,5060
USA,export,Textiles,Italy,1450,1578
USA,export,Textiles,Russia,1154,1128
USA,export,Textiles,Spain,2068,1973
USA,export,Textiles,Netherlands,1200,1131
USA,export,Textiles,Turkey,549,502
USA,export,Textiles,Indonesia,1203,1331
USA,export,Textiles,Saudi Arabia,2761,2615
USA,export,Textiles,South Africa,2687,2666
USA,export,Pharmaceuticals,Germany,2117,1950
USA,export,Pharmaceuticals,France,3681,3817
USA,export,Pharmaceuticals,Japan,2190,2218
USA,export,Pharmaceuticals,China,1625,1784
USA,export,Pharmaceuticals,UK,3061,3287
USA,export,Pharmaceuticals,India,4208,4399
USA,export,Pharmaceuticals,Canada,521,498
USA,export,Pharmaceuticals,Brazil,1081,1081
USA,export,Pharmaceuticals,Australia,645,615
USA,export,Pharmaceuticals,South Korea,2200,2393
USA,export,Pharmaceuticals,Mexico,2184,2117
USA,export,Pharmaceuticals,Italy,756,785
USA,export,Pharmaceuticals,Russia,3111,2924
USA,export,Pharmaceuticals,Spain,4045,3779
USA,export,Pharmaceuticals,Netherlands,773,839
USA,export,Pharmaceuticals,Turkey,1453,1448
USA,export,Pharmaceuticals,Indonesia,1045,971
USA,export,Pharmaceuticals,Saudi Arabia,542,592
USA,export,Pharmaceuticals,South Africa,4386,4754
USA,export,Metals,Germany,3626,3325
USA,export,Metals,France,767,730
USA,export,Metals,Japan,3847,3656
USA,export,Metals,China,2773,3047
USA,export,Metals,UK,1386,1343
USA,export,Metals,India,3358,3689
USA,export,Metals,Canada,2700,2744
USA,export,Metals,Brazil,4491,4236
USA,export,Metals,Australia,1103,1025
USA,export,Metals,South Korea,4677,4404
USA,export,Metals,Mexico,3678,3591
USA,export,Metals,Italy,2901,3214
USA,export,Metals,Russia,1613,1571
USA,export,Metals,Spain,3261,3276
USA,export,Metals,Netherlands,2015,1952
USA,export,Metals,Turkey,3198,3238
USA,export,Metals,Indonesia,1251,1186
USA,export,Metals,Saudi Arabia,1827,1717
USA,export,Metals,South Africa,1620,1534
USA,export,Plastics,Germany,2108,2100
USA,export,Plastics,France,4541,4628
USA,export,Plastics,Japan,2118,1934
USA,export,Plastics,China,4427,4453
USA,export,Plastics,UK,4540,5004
USA,export,Plastics,India,805,841
USA,export,Plastics,Canada,3142,3112
USA,export,Plastics,Brazil,4859,4603
USA,export,Plastics,Australia,2780,2835
USA,export,Plastics,South Korea,2458,2290
USA,export,Plastics,Mexico,4297,4178
USA,export,Plastics,Italy,1278,1175
USA,export,Plastics,Russia,1891,1733
USA,export,Plastics,Spain,1376,1440
USA,export,Plastics,Netherlands,3202,3231
USA,export,Plastics,Turkey,2994,3096
USA,export,Plastics,Indonesia,1817,1743
USA,export,Plastics,Saudi Arabia,2199,2078
USA,export,Plastics,South Africa,3336,3499
USA,export,Minerals,Germany,3662,3335
USA,export,Minerals,France,4438,4304
USA,export,Minerals,Japan,1865,1741
USA,export,Minerals,China,3929,4332
USA,export,Minerals,UK,2555,2429
USA,export,Minerals,India,1810,1699
USA,export,Minerals,Canada,3008,2851
USA,export,Minerals,Brazil,3699,3494
USA,export,Minerals,Australia,4289,4533
USA,export,Minerals,South Korea,620,640
USA,export,Minerals,Mexico,3292,3382
USA,export,Minerals,Italy,4216,4033
USA,export,Minerals,Russia,4224,4474
USA,export,Minerals,Spain,3500,3547
USA,export,Minerals,Netherlands,2329,2581
USA,export,Minerals,Turkey,3048,3022
USA,export,Minerals,Indonesia,4291,4550
USA,export,Minerals,Saudi Arabia,3120,3274
USA,export,Minerals,South Africa,1754,1757
USA,export,Food Products,Germany,2434,2396
USA,export,Food Products,France,1111,1213
USA,export,Food Products,Japan,3051,2882
USA,export,Food Products,China,4213,4154
USA,export,Food Products,UK,3231,3341
USA,export,Food Products,India,2632,2807
USA,export,Food Products,Canada,2324,2364
USA,export,Food Products,Brazil,4746,5218
USA,export,Food Products,Australia,1253,1166
USA,export,Food Products,South Korea,2947,2764
USA,export,Food Products,Mexico,2532,2492
USA,export,Food Products,Italy,4403,4130
USA,export,Food Products,Russia,2082,1959
USA,export,Food Products,Spain,2518,2596
USA,export,Food Products,Netherlands,1813,1982
USA,export,Food Products,Turkey,923,910
USA,export,Food Products,Indonesia,1575,1627
USA,export,Food Products,Saudi Arabia,3179,3296
USA,export,Food Products,South Africa,1570,1598
USA,export,Wood Products,Germany,3957,3635
USA,export,Wood Products,France,669,690
USA,export,Wood Products,Japan,804,811
USA,export,Wood Products,China,658,714
USA,export,Wood Products,UK,1734,1904
USA,export,Wood Products,India,3103,3300
USA,export,Wood Products,Canada,3223,3282
USA,export,Wood Products,Brazil,890,814
USA,export,Wood Products,Australia,3896,4304
USA,export,Wood Products,South Korea,1401,1553
USA,export,Wood Products,Mexico,909,919
USA,export,Wood Products,Italy,4823,4873
USA,export,Wood Products,Russia,4189,4051
USA,export,Wood Products,Spain,4064,4086
USA,export,Wood Products,Netherlands,2706,2553
USA,export,Wood Products,Turkey,2836,2814
USA,export,Wood Products,Indonesia,3432,3574
USA,export,Wood Products,Saudi Arabia,1598,1473
USA,export,Wood Products,South Africa,3937,3908
USA,export,Energy,Germany,3178,2900
USA,export,Energy,France,561,578
USA,export,Energy,Japan,1503,1437
USA,export,Energy,China,3375,3228
USA,export,Energy,UK,2685,2885
USA,export,Energy,India,4626,4807
USA,export,Energy,Canada,4738,5043
USA,export,Energy,Brazil,1412,1546
USA,export,Energy,Australia,4719,4655
USA,export,Energy,South Korea,3040,2774
USA,export,Energy,Mexico,1983,2185
USA,export,Energy,Italy,3692,4042
USA,export,Energy,Russia,4943,5160
USA,export,Energy,Spain,1242,1356
USA,export,Energy,Netherlands,4018,4122
USA,export,Energy,Turkey,3544,3875
USA,export,Energy,Indonesia,3026,2847
USA,export,Energy,Saudi Arabia,1578,1477
USA,export,Energy,South Africa,4770,4402
USA,export,Services,Germany,4904,4691
USA,export,Services,France,2038,1888
USA,export,Services,Japan,4972,5342
USA,export,Services,China,4066,3751
USA,export,Services,UK,993,1021
USA,export,Services,India,4377,4232
USA,export,Services,Canada,4497,4959
USA,export,Services,Brazil,3462,3805
USA,export,Services,Australia,584,640
USA,export,Services,South Korea,3204,3461
USA,export,Services,Mexico,3705,3924
USA,export,Services,Italy,4576,4284
USA,export,Services,Russia,3889,3814
USA,export,Services,Spain,1107,1092
USA,export,Services,Netherlands,590,623
USA,export,Services,Turkey,4053,4421
USA,export,Services,Indonesia,1366,1247
USA,export,Services,Saudi Arabia,1249,1307
USA,export,Services,South Africa,1690,1574
USA,export,ICT,Germany,4924,4622
USA,export,ICT,France,1229,1233
USA,export,ICT,Japan,1132,1117
USA,export,ICT,China,914,929
USA,export,ICT,UK,1095,998
USA,export,ICT,India,2177,2185
USA,export,ICT,Canada,3059,2817
USA,export,ICT,Brazil,2231,2175
USA,export,ICT,Australia,2052,1917
USA,export,ICT,South Korea,3089,3045
USA,export,ICT,Mexico,4247,4111
USA,export,ICT,Italy,1113,1035
USA,export,ICT,Russia,4238,4099
USA,export,ICT,Spain,760,713
USA,export,ICT,Netherlands,4283,4398
USA,export,ICT,Turkey,3470,3197
USA,export,ICT,Indonesia,4719,4301
USA,export,ICT,Saudi Arabia,2209,2385
USA,export,ICT,South Africa,589,646
USA,import,Machinery,Germany,3787,3748
USA,import,Machinery,France,2918,2901
USA,import,Machinery,Japan,4087,3769
USA,import,Machinery,China,1911,1958
USA,import,Machinery,UK,861,842
USA,import,Machinery,India,694,733
USA,import,Machinery,Canada,4323,4157
USA,import,Machinery,Brazil,1918,2066
USA,import,Machinery,Australia,3468,3290
USA,import,Machinery,South Korea,4557,4303
USA,import,Machinery,Mexico,2526,2315
USA,import,Machinery,Italy,4683,4709
USA,import,Machinery,Russia,4003,3828
USA,import,Machinery,Spain,1352,1321
USA,import,Machinery,Netherlands,3199,3401
USA,import,Machinery,Turkey,1106,1059
USA,import,Machinery,Indonesia,2478,2344
USA,import,Machinery,Saudi Arabia,4968,4577
USA,import,Machinery,South Africa,2139,2138
USA,import,Chemicals,Germany,4879,4812
USA,import,Chemicals,France,4157,4380
USA,import,Chemicals,Japan,1622,1797
USA,import,Chemicals,China,1715,1584
USA,import,Chemicals,UK,3289,3052
USA,import,Chemicals,India,3676,3396
USA,import,Chemicals,Canada,2204,2312
USA,import,Chemicals,Brazil,3274,3314
USA,import,Chemicals,Australia,1937,1834
USA,import,Chemicals,South Korea,4304,4759
USA,import,Chemicals,Mexico,1940,2022
USA,import,Chemicals,Italy,2511,2623
USA,import,Chemicals,Russia,3554,3709
USA,import,Chemicals,Spain,4219,4077
USA,import,Chemicals,Netherlands,1566,1441
USA,import,Chemicals,Turkey,649,677
USA,import,Chemicals,Indonesia,2706,2544
USA,import,Chemicals,Saudi Arabia,2676,2500
USA,import,Chemicals,South Africa,3439,3276
USA,import,Electronics,Germany,4355,4472
USA,import,Electronics,France,2084,1909
USA,import,Electronics,Japan,2963,3256
USA,import,Electronics,China,3857,3985
USA,import,Electronics,UK,2902,2757
USA,import,Electronics,India,2277,2264
USA,import,Electronics,Canada,3077,2940
USA,import,Electronics,Brazil,2800,3012
USA,import,Electronics,Australia,1977,2040
USA,import,Electronics,South Korea,1718,1783
USA,import,Electronics,Mexico,3207,3060
USA,import,Electronics,Italy,767,836
USA,import,Electronics,Russia,4133,4477
USA,import,Electronics,Spain,2711,2864
USA,import,Electronics,Netherlands,4647,4832
USA,import,Electronics,Turkey,3893,3787
USA,import,Electronics,Indonesia,4621,5057
USA,import,Electronics,Saudi Arabia,4548,4318
USA,import,Electronics,South Africa,3037,2865
USA,import,Automotive,Germany,4208,3956
USA,import,Automotive,France,3387,3508
USA,import,Automotive,Japan,1388,1434
USA,import,Automotive,China,2614,2511
USA,import,Automotive,UK,4223,4195
USA,import,Automotive,India,4016,4036
USA,import,Automotive,Canada,3652,3943
USA,import,Automotive,Brazil,535,554
USA,import,Automotive,Australia,4354,4221
USA,import,Automotive,South Korea,972,1029
USA,import,Automotive,Mexico,4003,4080
USA,import,Automotive,Italy,3515,3240
USA,import,Automotive,Russia,2378,2295
USA,import,Automotive,Spain,3031,2903
USA,import,Automotive,Netherlands,4642,4467
USA,import,Automotive,Turkey,1903,1737
USA,import,Automotive,Indonesia,4054,3770
USA,import,Automotive,Saudi Arabia,4662,4391
USA,import,Automotive,South Africa,4607,4507
USA,import,Agriculture,Germany,3431,3304
USA,import,Agriculture,France,3422,3296
USA,import,Agriculture,Japan,3172,3209
USA,import,Agriculture,China,4175,4403
USA,import,Agriculture,UK,2204,2270
USA,import,Agriculture,India,3094,3318
USA,import,Agriculture,Canada,2572,2799
USA,import,Agriculture,Brazil,4280,4251
USA,import,Agriculture,Australia,1665,1672
USA,import,Agriculture,South Korea,2290,2277
USA,import,Agriculture,Mexico,2847,2695
USA,import,Agriculture,Italy,2208,2043
USA,import,Agriculture,Russia,2184,2301
USA,import,Agriculture,Spain,3473,3499
USA,import,Agriculture,Netherlands,4936,4905
USA,import,Agriculture,Turkey,1966,1958
USA,import,Agriculture,Indonesia,3970,3792
USA,import,Agriculture,Saudi Arabia,2346,2435
USA,import,Agriculture,South Africa,4160,4439
USA,import,Textiles,Germany,552,509
USA,import,Textiles,France,3955,3683
USA,import,Textiles,Japan,2184,2007
USA,import,Textiles,China,1769,1963
USA,import,Textiles,UK,2540,2456
USA,import,Textiles,India,921,982
USA,import,Textiles,Canada,4675,5134
USA,import,Textiles,Brazil,2159,2071
USA,import,Textiles,Australia,3453,3267
USA,import,Textiles,South Korea,3888,3751
USA,import,Textiles,Mexico,2417,2308
USA,import,Textiles,Italy,3793,3593
USA,import,Textiles,Russia,1292,1367
USA,import,Textiles,Spain,2324,2238
USA,import,Textiles,Netherlands,1624,1554
USA,import,Textiles,Turkey,726,671
USA,import,Textiles,Indonesia,1640,1695
USA,import,Textiles,Saudi Arabia,2125,2041
USA,import,Textiles,South Africa,3481,3554
USA,import,Pharmaceuticals,Germany,1782,1741
USA,import,Pharmaceuticals,France,4802,4767
USA,import,Pharmaceuticals,Japan,2446,2251
USA,import,Pharmaceuticals,China,1753,1618
USA,import,Pharmaceuticals,UK,2033,2181
USA,import,Pharmaceuticals,India,1329,1447
USA,import,Pharmaceuticals,Canada,2887,2955
USA,import,Pharmaceuticals,Brazil,3950,4251
USA,import,Pharmaceuticals,Australia,4139,4336
USA,import,Pharmaceuticals,South Korea,1007,1043
USA,import,Pharmaceuticals,Mexico,2872,2698
USA,import,Pharmaceuticals,Italy,2107,1968
USA,import,Pharmaceuticals,Russia,4403,4094
USA,import,Pharmaceuticals,Spain,2678,2537
USA,import,Pharmaceuticals,Netherlands,4331,4676
USA,import,Pharmaceuticals,Turkey,4440,4696
USA,import,Pharmaceuticals,Indonesia,3175,3376
USA,import,Pharmaceuticals,Saudi Arabia,2582,2494
USA,import,Pharmaceuticals,South Africa,503,516
USA,import,Metals,Germany,1433,1373
USA,import,Metals,France,3654,3541
USA,import,Metals,Japan,4540,4269
USA,import,Metals,China,4877,5127
USA,import,Metals,UK,4710,4390
USA,import,Metals,India,2419,2266
USA,import,Metals,Canada,4496,4131
USA,import,Metals,Brazil,2092,1988
USA,import,Metals,Australia,4532,4978
USA,import,Metals,South Korea,1062,1150
USA,import,Metals,Mexico,2549,2659
USA,import,Metals,Italy,1165,1183
USA,import,Metals,Russia,1855,1696
USA,import,Metals,Spain,708,775
USA,import,Metals,Netherlands,4479,4226
USA,import,Metals,Turkey,3912,4182
USA,import,Metals,Indonesia,4490,4387
USA,import,Metals,Saudi Arabia,2840,2964
USA,import,Metals,South Africa,4317,4078
USA,import,Plastics,Germany,4844,4531
USA,import,Plastics,France,1268,1342
USA,import,Plastics,Japan,3292,3448
USA,import,Plastics,China,1341,1246
USA,import,Plastics,UK,2313,2527
USA,import,Plastics,India,3821,3778
USA,import,Plastics,Canada,4568,4187
USA,import,Plastics,Brazil,1945,1889
USA,import,Plastics,Australia,4880,5177
USA,import,Plastics,South Korea,4431,4253
USA,import,Plastics,Mexico,2385,2190
USA,import,Plastics,Italy,1920,2040
USA,import,Plastics,Russia,1303,1375
USA,import,Plastics,Spain,1705,1783
USA,import,Plastics,Netherlands,4328,4128
USA,import,Plastics,Turkey,3963,3620
USA,import,Plastics,Indonesia,4955,5012
USA,import,Plastics,Saudi Arabia,1719,1563
USA,import,Plastics,South Africa,2091,2114
USA,import,Minerals,Germany,4410,4501
USA,import,Minerals,France,3759,3622
USA,import,Minerals,Japan,4133,4200
USA,import,Minerals,China,1310,1254
USA,import,Minerals,UK,3571,3350
USA,import,Minerals,India,1789,1639
USA,import,Minerals,Canada,3955,3819
USA,import,Minerals,Brazil,1790,1663
USA,import,Minerals,Australia,3683,3363
USA,import,Minerals,South Korea,617,610
USA,import,Minerals,Mexico,3870,3608
USA,import,Minerals,Italy,1600,1629
USA,import,Minerals,Russia,3230,2974
USA,import,Minerals,Spain,2673,2611
USA,import,Minerals,Netherlands,4522,4539
USA,import,Minerals,Turkey,2962,3063
USA,import,Minerals,Indonesia,1723,1635
USA,import,Minerals,Saudi Arabia,837,873
USA,import,Minerals,South Africa,4738,5046
USA,import,Food Products,Germany,789,773
USA,import,Food Products,France,2400,2182
USA,import,Food Products,Japan,3780,3995
USA,import,Food Products,China,4636,4686
USA,import,Food Products,UK,1143,1057
USA,import,Food Products,India,2063,1921
USA,import,Food Products,Canada,2589,2836
USA,import,Food Products,Brazil,2602,2829
USA,import,Food Products,Australia,4609,4489
USA,import,Food Products,South Korea,586,540
USA,import,Food Products,Mexico,1548,1526
USA,import,Food Products,Italy,727,736
USA,import,Food Products,Russia,674,681
USA,import,Food Products,Spain,2267,2178
USA,import,Food Products,Netherlands,4411,4078
USA,import,Food Products,Turkey,2264,2092
USA,import,Food Products,Indonesia,2355,2216
USA,import,Food Products,Saudi Arabia,3760,3799
USA,import,Food Products,South Africa,2748,2668
USA,import,Wood Products,Germany,3610,3345
USA,import,Wood Products,France,3868,4135
USA,import,Wood Products,Japan,3454,3523
USA,import,Wood Products,China,3085,2906
USA,import,Wood Products,UK,4282,3994
USA,import,Wood Products,India,2980,2831
USA,import,Wood Products,Canada,1654,1682
USA,import,Wood Products,Brazil,609,636
USA,import,Wood Products,Australia,656,646
USA,import,Wood Products,South Korea,2173,2343
USA,import,Wood Products,Mexico,1412,1367
USA,import,Wood Products,Italy,1520,1657
USA,import,Wood Products,Russia,3012,2846
USA,import,Wood Products,Spain,4875,4736
USA,import,Wood Products,Netherlands,3317,3627
USA,import,Wood Products,Turkey,4102,4110
USA,import,Wood Products,Indonesia,4528,4641
USA,import,Wood Products,Saudi Arabia,669,637
USA,import,Wood Products,South Africa,683,642
USA,import,Energy,Germany,4890,4698
USA,import,Energy,France,3342,3466
USA,import,Energy,Japan,3825,3599
USA,import,Energy,China,4241,3907
USA,import,Energy,UK,1651,1748
USA,import,Energy,India,1686,1588
USA,import,Energy,Canada,1306,1204
USA,import,Energy,Brazil,1850,1922
USA,import,Energy,Australia,2071,2016
